job_title_cleaned,job_level,Rating,Company Name,Location,Headquarters,job_state,same_location,Size,years_of_operation,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,python,r,excel,sql,tableau,power_bi,hadoop,spark,kafka,aws,big_data,machine_learning
Other, Other,4.8,GetWellNetwork,"Bethesda, MD","Bethesda, MD", MD,True,201 to 500,24,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),99,132,115,True,True,False,True,False,False,False,False,True,False,False,False
Data Scientist, Other,4.5,TACG Solutions,"Dayton, OH","Beavercreek, OH", OH,False,51 to 200,18,Company - Private,Consulting,Business Services,NA,99,132,115,True,True,True,True,True,False,False,False,False,False,False,False
Data Engineer,Senior,4.7,Scoop,"San Francisco, CA","San Francisco, CA", CA,True,51 to 200,9,Company - Private,Internet,Information Technology,NA,99,132,115,True,False,False,False,False,False,False,True,True,False,False,True
Data Scientist,Senior,4.5,Novetta,"Herndon, VA","Mc Lean, VA", VA,False,501 to 1000,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),99,132,115,True,True,False,False,False,False,False,False,False,True,False,True
Other, Other,4.2,IZEA,"Winter Park, FL","Winter Park, FL", FL,True,51 to 200,18,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),99,132,115,True,False,False,False,False,False,True,True,False,True,False,True
Analyst, Other,3.4,Montway Inc,"Schaumburg, IL","Schaumburg, IL", IL,True,51 to 200,18,Company - Private,Shipping,Transportation & Logistics,NA,99,132,115,True,True,True,True,True,False,False,False,False,False,False,True
Data Scientist,Senior,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA", CA,False,5001 to 10000,28,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),99,132,115,True,False,False,False,False,False,False,True,True,True,False,True
Data Scientist, Other,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO", MO,True,51 to 200,8,Company - Private,IT Services,Information Technology,NA,90,109,99,True,True,False,True,False,False,False,True,False,False,False,True
Data Scientist, Other,3.6,XSELL Technologies,"Chicago, IL","Chicago, IL", IL,True,51 to 200,10,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,90,109,99,True,False,False,True,False,False,False,False,False,False,False,True
Other, Other,4.2,IZEA,"Winter Park, FL","Winter Park, FL", FL,True,51 to 200,18,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),90,109,99,True,False,False,False,False,False,True,True,False,True,False,True
Data Scientist,Senior,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA", CA,False,5001 to 10000,28,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),90,109,99,True,False,False,False,False,False,False,True,True,True,False,True
Data Scientist, Other,5.0,Notion Labs,"San Francisco, CA","San Francisco, CA", CA,True,1 to 50,8,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,90,109,99,False,False,False,True,False,False,False,False,False,False,False,True
Data Engineer,Senior,4.9,Lendio,"Lehi, UT","Lehi, UT", UT,True,201 to 500,13,Company - Private,Lending,Finance,$50 to $100 million (USD),90,109,99,True,False,False,True,False,False,True,True,False,True,True,False
Other, Other,4.4,Direct Agents,"Culver City, CA","New York, NY", CA,False,51 to 200,21,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),90,109,99,True,False,False,True,False,True,False,False,False,False,False,True
Data Scientist, Other,3.3,NAVEX Global,"Lake Oswego, OR","Lake Oswego, OR", OR,True,1001 to 5000,12,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),90,109,99,True,True,False,True,True,False,False,True,False,False,False,True
Other, Other,3.2,Triplebyte,Remote,"San Francisco, CA",,False,51 to 200,9,Company - Private,Computer Hardware & Software,Information Technology,NA,90,109,99,False,False,False,False,False,False,False,False,False,False,False,True
Other, Other,3.2,Triplebyte,Remote,"San Francisco, CA",,False,51 to 200,9,Company - Private,Computer Hardware & Software,Information Technology,NA,90,109,99,False,False,False,False,False,False,False,False,False,False,False,True
Data Engineer,Senior,4.9,Lendio,"Lehi, UT","Lehi, UT", UT,True,201 to 500,13,Company - Private,Lending,Finance,$50 to $100 million (USD),90,109,99,True,False,False,True,False,False,True,True,False,True,True,False
Data Scientist, Other,4.2,Upstart,"San Mateo, CA","San Mateo, CA", CA,True,201 to 500,12,Company - Private,Lending,Finance,NA,90,109,99,True,True,False,False,False,False,False,False,False,False,False,True
Analyst, Other,4.5,Envision LLC,"San Francisco, CA","Saint Louis, MO", CA,False,201 to 500,30,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),90,109,99,True,False,False,False,True,False,True,True,False,False,True,True
Other, Other,4.8,AppLovin,"Palo Alto, CA","Palo Alto, CA", CA,True,201 to 500,12,Company - Private,Video Games,Media,NA,90,109,99,False,False,False,False,False,False,True,True,True,False,True,False
Other, Other,3.8,ISO New England,"Holyoke, MA","Holyoke, MA", MA,True,501 to 1000,27,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",NA,90,109,99,False,False,False,True,False,False,False,False,False,False,False,False
Data Engineer, Other,3.7,Relativity,"Chicago, IL","Chicago, IL", IL,True,1001 to 5000,23,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,90,109,99,False,False,False,True,True,False,False,False,False,False,False,False
Data Scientist,Senior,3.3,Tempo Automation,"San Francisco, CA","San Francisco, CA", CA,True,51 to 200,11,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),90,109,99,True,True,False,True,True,False,True,True,False,True,True,True
Data Scientist, Other,3.3,MITRE,"McLean, VA","Bedford, MA", VA,False,5001 to 10000,66,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),90,109,99,True,True,False,False,False,False,False,False,False,False,False,True
Other, Other,5.0,"Expedition Technology, Inc.","Herndon, VA","Dulles, VA", VA,False,1 to 50,11,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),90,109,99,True,False,False,False,False,False,False,False,False,False,False,True
Other, Other,3.8,Evidera,"Bethesda, MD","Bethesda, MD", MD,True,501 to 1000,11,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,109,99,False,False,True,False,False,False,False,False,False,False,False,False
Data Scientist, Other,3.4,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA", NJ,False,1001 to 5000,42,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),90,109,99,False,True,False,True,False,False,False,False,False,False,False,False
Other, Other,2.4,Crown Bioscience,"San Diego, CA","San Diego, CA", CA,True,501 to 1000,18,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),90,109,99,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,2.9,GNS Healthcare,"Cambridge, MA","Cambridge, MA", MA,True,51 to 200,24,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),90,109,99,False,True,False,True,False,False,False,False,False,False,True,True
Manager, Other,4.4,OneMagnify,"Dearborn, MI","Detroit, MI", MI,False,201 to 500,57,Company - Private,Advertising & Marketing,Business Services,NA,90,109,99,False,False,False,True,True,False,False,False,False,False,False,False
Data Scientist, Other,2.9,SPECTRUM,"Maryland Heights, MO","Stamford, CT", MO,False,10000+,8,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),90,109,99,True,True,True,True,False,False,True,False,False,False,True,True
Other, Other,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD", MD,True,201 to 500,63,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),90,109,99,False,True,False,False,False,False,False,False,False,False,False,False
Other, Other,4.2,Procore Technologies,"Carpinteria, CA","Carpinteria, CA", CA,True,1001 to 5000,22,Company - Private,Computer Hardware & Software,Information Technology,NA,90,109,99,True,False,True,True,False,False,True,True,False,True,False,True
Other,Senior,3.5,Ritedose,"Columbia, SC","Columbia, SC", SC,True,201 to 500,29,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,109,99,False,False,False,False,False,False,False,False,False,False,False,False
Other, Other,-1.0,Covid-19 Search Partners,"Hauppauge, NY",-1, NY,False,NA,-1,Other Organization,Other,-1,NA,90,109,99,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist,Senior,4.2,bioMérieux,"Saint Louis, MO","Marcy-l'Etoile, France", MO,False,10000+,61,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),90,109,99,True,False,True,False,False,False,False,False,False,False,False,True
Data Scientist, Other,4.5,Novetta,"Herndon, VA","Mc Lean, VA", VA,False,501 to 1000,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),101,165,133,True,True,False,False,False,False,False,False,False,True,False,True
Data Scientist, Other,4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC","Mays Landing, NJ", DC,False,1 to 50,27,Company - Private,Federal Agencies,Government,NA,101,165,133,True,True,False,True,True,False,True,True,False,False,False,True
Other, Other,-1.0,Radical Convergence,"Reston, VA",-1, VA,False,NA,-1,Other Organization,Other,-1,NA,101,165,133,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.5,Leidos,"Fort Meade, MD","Reston, VA", MD,False,10000+,55,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),101,165,133,False,False,False,False,False,False,False,False,False,False,True,True
Data Scientist, Other,4.5,Demandbase,"San Francisco, CA","San Francisco, CA", CA,True,201 to 500,18,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),101,165,133,True,False,False,True,False,False,False,True,False,True,True,True
Analyst, Other,4.1,Shelter Insurance,"Columbia, MO","Columbia, MO", MO,True,1001 to 5000,78,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),101,165,133,True,True,True,True,True,False,False,False,False,True,False,True
Data Scientist, Other,3.5,Maxar Technologies,"Chantilly, VA","Westminster, CO", VA,False,5001 to 10000,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),101,165,133,False,False,False,False,False,False,False,False,False,False,False,False
Analyst, Other,2.7,USAC,"Washington, DC","Washington, DC", DC,True,501 to 1000,27,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 to $50 million (USD),101,165,133,True,True,True,True,False,False,False,False,False,False,False,False
Other, Other,3.4,General Dynamics Information Technology,"Vicksburg, MS","Fairfax, VA", MS,False,10000+,28,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),101,165,133,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,4.4,Offerpad,"Chandler, AZ","Chandler, AZ", AZ,True,201 to 500,9,Company - Private,Real Estate,Real Estate,NA,101,165,133,True,True,False,True,False,True,False,False,False,False,False,True
Analyst,Senior,4.0,Autodesk,"San Francisco, CA","San Rafael, CA", CA,False,5001 to 10000,42,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),101,165,133,True,True,False,True,False,False,True,True,False,False,True,False
Analyst,Senior,4.2,Autodesk,"San Francisco, CA","Herndon, VA", CA,False,5001 to 10000,56,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),101,165,133,True,True,False,True,True,False,True,True,True,False,True,True
Other, Other,3.5,Magna International Inc.,"Birmingham, AL","Aurora, Canada", AL,False,10000+,67,Company - Public,Other,-1,$10+ billion (USD),101,165,133,True,False,False,True,False,False,True,True,True,True,True,False
Analyst,Senior,2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA", PA,True,1001 to 5000,21,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),101,165,133,False,True,False,True,True,False,False,False,False,False,False,False
Data Scientist, Other,3.4,Kelly,"Chicago, IL","Troy, MI", IL,False,5001 to 10000,78,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),101,165,133,False,False,True,False,False,False,False,False,False,False,False,True
Other, Other,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL", CA,False,501 to 1000,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,101,165,133,True,False,False,True,False,False,False,False,False,True,False,True
Data Scientist, Other,4.7,C3.ai,"Redwood City, CA","Redwood City, CA", CA,True,201 to 500,15,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),101,165,133,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist,Senior,3.9,Quartet Health,"New York, NY","New York, NY", NY,True,201 to 500,10,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,101,165,133,True,False,False,False,False,False,True,False,False,False,False,True
Analyst, Other,3.3,Midland Credit Management,"San Diego, CA","San Diego, CA", CA,True,1001 to 5000,71,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),101,165,133,True,False,True,True,False,False,False,False,False,False,False,False
Other,Senior,3.3,Tempus Labs,"Chicago, IL","Chicago, IL", IL,True,501 to 1000,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,101,165,133,True,False,False,True,False,False,False,False,False,True,False,True
Other, Other,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC", OH,False,201 to 500,26,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),101,165,133,True,True,False,True,False,False,False,False,False,True,False,False
Data Scientist, Other,3.7,PNNL,"Richland, WA","Richland, WA", WA,True,1001 to 5000,59,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76,False,False,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.5,Buckman,"Memphis, TN","Memphis, TN", TN,True,1001 to 5000,79,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),56,97,76,True,True,False,True,False,False,True,False,False,False,False,True
Other, Other,3.6,Buckman,"Memphis, TN","Arlington, VA", TN,False,501 to 1000,57,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),56,97,76,True,False,False,False,False,False,False,False,False,False,False,True
Other, Other,3.8,Evidera,"Bethesda, MD","Bethesda, MD", MD,True,501 to 1000,11,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76,False,False,True,False,False,False,False,False,False,False,False,False
Analyst,Junior,4.7,webfx.com,"Harrisburg, PA","Harrisburg, PA", PA,True,201 to 500,27,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),56,97,76,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist,Senior,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda", NY,False,1001 to 5000,76,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),56,97,76,True,True,False,True,False,False,True,True,False,False,False,False
Data Scientist, Other,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA", TN,False,5001 to 10000,174,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),56,97,76,True,True,False,False,False,False,False,False,False,False,False,False
Analyst,Senior,3.9,Life360,"San Francisco, CA","San Francisco, CA", CA,True,51 to 200,16,Company - Public,Internet,Information Technology,NA,56,97,76,True,True,False,True,True,False,False,False,False,False,False,False
Data Scientist,Senior,3.7,MassMutual,"Boston, MA","Springfield, MA", MA,False,5001 to 10000,173,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),56,97,76,True,True,False,True,False,False,True,True,False,False,False,True
Other, Other,3.9,Natera,"San Carlos, CA","San Carlos, CA", CA,True,501 to 1000,20,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76,True,True,False,False,False,False,False,False,False,False,False,False
Other, Other,4.0,Genentech,"South San Francisco, CA","South San Francisco, CA", CA,True,10000+,48,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76,True,True,False,False,False,False,False,False,False,False,False,True
Other, Other,4.2,Ntrepid,"Herndon, VA","Herndon, VA", VA,True,201 to 500,14,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),56,97,76,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist,Senior,3.6,Constant Contact,"Waltham, MA","Waltham, MA", MA,True,NA,29,Subsidiary or Business Segment,Advertising & Marketing,Business Services,NA,56,97,76,True,True,False,False,False,False,True,True,False,True,True,True
Other,Senior,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA", CA,False,501 to 1000,25,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,NA,56,97,76,True,False,False,True,False,False,False,False,False,False,False,True
Other, Other,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA", CA,False,51 to 200,13,Company - Private,IT Services,Information Technology,NA,56,97,76,True,False,False,False,False,False,False,False,False,True,True,False
Data Scientist,Senior,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom", MD,False,10000+,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76,True,True,True,False,False,False,False,False,False,False,False,True
Data Scientist, Other,5.0,SkillSoniq,"San Francisco, CA","Jersey City, NJ", CA,False,NA,-1,Company - Public,Other,-1,NA,56,97,76,True,False,False,True,False,False,False,False,False,False,False,True
Data Scientist,Senior,4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom", NY,False,10000+,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA", CA,False,51 to 200,-1,Company - Private,Other,-1,NA,56,97,76,True,False,False,True,False,False,False,True,True,True,True,True
Analyst,Senior,3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX", TX,True,5001 to 10000,106,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),56,97,76,False,False,False,False,False,False,False,False,False,False,False,False
Director,Senior,3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA", RI,False,201 to 500,11,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76,False,False,False,False,False,False,False,False,False,False,False,False
Analyst, Other,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA", IA,True,501 to 1000,32,Company - Private,Lending,Finance,$100 to $500 million (USD),56,97,76,False,False,True,True,True,False,False,False,False,False,False,False
Data Scientist, Other,4.1,Upside Business Travel,Remote,"Washington, DC",,False,51 to 200,9,Company - Private,Internet,Information Technology,NA,79,106,92,True,False,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL", IL,True,51 to 200,32,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),79,106,92,False,True,False,True,False,False,False,False,False,False,False,False
Data Scientist, Other,4.1,Coverent,"McLean, VA","McLean, VA", VA,True,51 to 200,16,Company - Private,Consulting,Business Services,$10 to $25 million (USD),79,106,92,True,False,True,False,False,False,False,False,False,False,False,False
Other, Other,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA", VA,False,501 to 1000,70,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,106,92,True,False,False,False,False,False,False,False,False,False,False,True
Other, Other,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA", CA,True,51 to 200,16,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,106,92,True,False,False,True,False,False,True,False,True,False,True,False
Data Scientist,Senior,3.9,Novartis,"Cambridge, MA","Basel, Switzerland", MA,False,10000+,28,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92,False,False,False,False,False,False,False,False,False,False,False,False
Other, Other,3.6,Alion Science & Technology,"Linthicum Heights, MD","Mc Lean, VA", MD,False,1001 to 5000,23,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),79,106,92,True,False,True,False,False,False,False,False,True,True,True,False
Other, Other,4.5,Novetta,"Herndon, VA","Mc Lean, VA", VA,False,501 to 1000,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),79,106,92,False,False,False,False,False,False,False,False,False,False,False,True
Analyst,Senior,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN", MN,True,1001 to 5000,25,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),79,106,92,False,False,False,True,False,False,False,False,False,False,False,False
Analyst, Other,2.9,Quest Integrity,"Tulsa, OK","Kent, WA", OK,False,201 to 500,28,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),79,106,92,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD", MD,False,1 to 50,13,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92,True,True,False,False,False,False,False,True,False,False,True,True
Data Scientist, Other,3.4,Dice.com,"Newton, MA","Denver, CO", MA,False,201 to 500,34,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),79,106,92,False,False,False,True,False,False,False,False,False,False,False,True
Data Scientist,Senior,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO", VA,False,5001 to 10000,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),79,106,92,True,True,False,True,False,False,False,False,False,False,True,True
Data Scientist, Other,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD", MD,False,1 to 50,13,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92,True,False,False,False,False,False,False,True,True,False,True,True
Other, Other,4.8,Klaviyo,"Boston, MA","Boston, MA", MA,True,201 to 500,12,Company - Private,Computer Hardware & Software,Information Technology,NA,79,106,92,True,False,False,False,False,False,False,False,True,False,False,True
Other, Other,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX", OK,False,1001 to 5000,77,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),79,106,92,True,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom", MD,False,10000+,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92,True,True,False,True,False,False,True,True,False,True,False,True
Analyst,Senior,4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA", VA,False,501 to 1000,14,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),79,106,92,True,False,False,False,False,False,False,False,False,False,False,False
Manager, Other,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA", CA,True,501 to 1000,28,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),79,106,92,False,False,False,True,True,False,False,False,False,False,False,False
Other, Other,3.7,MassMutual,"Boston, MA","Springfield, MA", MA,False,5001 to 10000,173,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),79,106,92,False,False,False,True,False,False,True,True,True,False,True,False
Other,Senior,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL", CA,False,501 to 1000,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,79,106,92,True,False,False,True,False,False,False,False,False,True,False,True
Analyst, Other,3.1,Security Finance Corporation of Spartanburg,"Spartanburg, SC","Spartanburg, SC", SC,True,1001 to 5000,69,Company - Private,Lending,Finance,NA,79,106,92,False,False,False,True,False,False,False,False,False,False,False,False
Data Scientist, Other,4.3,PulsePoint,"New York, NY","New York, NY", NY,True,51 to 200,13,Company - Private,Internet,Information Technology,$100 to $500 million (USD),71,123,97,True,False,False,False,False,False,True,True,False,False,True,True
Data Scientist, Other,4.2,LSQ,"Orlando, FL","Orlando, FL", FL,True,51 to 200,28,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),71,123,97,True,True,True,False,True,True,True,True,True,True,True,False
Other, Other,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC", OH,False,201 to 500,26,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),71,123,97,True,True,False,True,False,False,False,False,False,True,False,False
Data Scientist, Other,3.6,Opendoor,"San Francisco, CA","San Francisco, CA", CA,True,501 to 1000,10,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),71,123,97,True,True,False,True,False,False,False,False,False,False,False,False
Data Scientist, Other,4.5,Global Data Management Inc,"Hartford, CT","Woodbridge, NJ", CT,False,51 to 200,16,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97,True,True,False,True,False,False,False,False,False,False,False,True
Data Scientist, Other,3.0,Photon Infotech,"Chicago, IL","Chennai, India", IL,False,1001 to 5000,25,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),71,123,97,True,True,False,True,False,False,True,True,False,False,True,True
Data Scientist, Other,5.0,REE,United States,"Tel Aviv-Yafo, Israel",,False,51 to 200,6,Company - Private,Transportation Equipment Manufacturing,Manufacturing,NA,71,123,97,True,True,False,False,False,False,False,False,False,False,True,True
Other, Other,3.6,Riverside Research Institute,"Beavercreek, OH","Arlington, VA", OH,False,501 to 1000,57,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),71,123,97,True,False,False,False,False,False,False,False,False,False,False,True
Analyst, Other,3.6,T. Rowe Price,"Baltimore, MD","Baltimore, MD", MD,True,5001 to 10000,87,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),71,123,97,True,True,False,False,True,False,False,False,False,False,False,True
Data Scientist, Other,-1.0,"Encode, Inc.","Norfolk, VA","Manalapan, NJ", VA,False,1 to 50,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97,False,False,True,False,False,False,False,False,False,False,True,False
Other, Other,3.8,Evidera,"Bethesda, MD","Bethesda, MD", MD,True,501 to 1000,11,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),71,123,97,False,False,True,False,False,False,False,False,False,False,False,False
Data Scientist, Other,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA", TN,False,5001 to 10000,174,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),71,123,97,True,True,False,False,False,False,False,False,False,False,False,False
Analyst, Other,3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC", NC,True,1001 to 5000,7,Company - Public,Insurance Carriers,Insurance,NA,71,123,97,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist,Senior,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda", NY,False,1001 to 5000,76,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),71,123,97,True,True,False,True,False,False,True,True,False,False,False,False
Data Scientist, Other,3.3,II-VI Incorporated,"Champaign, IL","Saxonburg, PA", IL,False,10000+,53,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),71,123,97,False,False,True,True,False,False,False,False,False,False,False,False
Data Scientist, Other,4.6,Surya Systems,"San Francisco, CA","Bristol, PA", CA,False,1 to 50,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),71,123,97,True,True,False,True,True,False,True,False,False,False,False,False
Data Scientist, Other,3.8,PayPal,Texas,"San Jose, CA",TX,False,10000+,26,Company - Public,Internet,Information Technology,$10+ billion (USD),71,123,97,True,True,False,False,False,False,True,True,False,False,True,True
